#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A2E408
#Date Time: 2017-10-14 10:35:46.065
#Trigger:Source: Channel 2Type: EdgeCondition: RisingLevel: 0 VHyst.: AutoHoldOff: 0 s
#Channel 1: Range: 2 V/div Offset: -6.5 V
#Channel 2: Range: 200 mV/div Offset: 0 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.018233333333333334,3.7450303946977064,-0.74295975371550893
-0.018228333333333332,3.9895378615193748,-0.74295975371550893
-0.018223333333333334,4.2340453283408248,-0.74396482305110279
-0.018218333333333333,4.4931502558682617,-0.74463486927483269
-0.018213333333333331,4.7522551833957074,-0.74463486927483302
-0.018208333333333333,5.0186588412757951,-0.74530491549856226
-0.018203333333333332,5.2741144036266796,-0.74530491549856226
-0.018198333333333334,5.5149725052717988,-0.74630998483415656
-0.018193333333333332,5.7631293372698007,-0.74563993861042699
-0.018188333333333334,6.0039874389148116,-0.74731505416975008
-0.018183333333333333,6.2302480798542756,-0.74798510039348032
-0.018178333333333335,6.4455606252642088,-0.74798510039348032
-0.018173333333333333,6.6608731706743374,-0.74899016972907462
-0.018168333333333331,6.8834844464373468,-0.74966021595280419
-0.018163333333333333,7.0951476266708413,-0.74966021595280419
-0.018158333333333332,7.3031614417279895,-0.74999523906466892
-0.018153333333333334,7.5002271612558147,-0.74865514661720989
-0.018148333333333332,7.6899941504307572,-0.74966021595280419
-0.018143333333333334,7.8724624092527353,-0.75066528528839804
-0.018138333333333333,8.0476319377219951,-0.75033026217653365
-0.018133333333333331,8.2264508313676981,-0.75133533151212806
-0.018128333333333333,8.4089190901896753,-0.75167035462399279
-0.018123333333333332,8.5877379838353711,-0.75301044707145171
-0.018118333333333334,8.7556087819515902,-0.75267542395958698
-0.018113333333333332,8.9088821193621204,-0.75368049329518128
-0.018108333333333334,9.0512073612433266,-0.75334547018331655
-0.018103333333333332,9.1935326031245346,-0.75401551640704612
-0.018098333333333334,9.3358578450056768,-0.75435053951891073
-0.018093333333333333,9.4672349913576248,-0.75502058574264042
-0.018088333333333331,9.6022615028860105,-0.75569063196636999
-0.018083333333333333,9.7372880144142737,-0.7560256550782346
-0.018078333333333332,9.8759638911190972,-0.75636067819009944
-0.018073333333333334,10.00004230711804,-0.75636067819009944
-0.018068333333333332,10.127770088293483,-0.7560256550782346
-0.018063333333333334,10.251848504292427,-0.75669570130196384
-0.018058333333333332,10.368628189938603,-0.75736574752569374
-0.018053333333333334,10.478109145231789,-0.75770077063755836
-0.018048333333333333,10.57299263981931,-0.7590408630850175
-0.018043333333333331,10.65692803887749,-0.75803579374942398
-0.018038333333333333,10.729915342406283,-0.75971090930874707
-0.018033333333333332,10.791954550405784,-0.75971090930874707
-0.018028333333333334,10.839396297699519,-0.7610510017562061
-0.018023333333333332,10.875889949463931,-0.76071597864434137
-0.018018333333333334,10.912383601228326,-0.76071597864434137
-0.018013333333333333,10.937929157463429,-0.7610510017562061
-0.018008333333333335,10.956175983345629,-0.76205607109179996
-0.018003333333333333,10.96712407887496,-0.76239109420366513
-0.017998333333333331,10.978072174404286,-0.76306114042739503
-0.017993333333333333,10.981721539580725,-0.76373118665112416
-0.017988333333333332,10.981721539580725,-0.7630611404273947
-0.017983333333333334,10.985370904757167,-0.76373118665112416
-0.017978333333333332,10.981721539580725,-0.76339616353925943
-0.017973333333333334,10.978072174404286,-0.76440123287485329
-0.017968333333333333,10.978072174404284,-0.76440123287485373
-0.017963333333333331,10.97807217440428,-0.76540630221044814
-0.017958333333333333,10.970773444051401,-0.76574132532231276
-0.017953333333333332,10.963474713698517,-0.76607634843417738
-0.017948333333333334,10.959825348522077,-0.76574132532231276
-0.017943333333333332,10.956175983345638,-0.76674639465790706
-0.017938333333333334,10.952526618169195,-0.76741644088163663
-0.017933333333333332,10.937929157463429,-0.76808648710536609
-0.017928333333333334,10.930630427110552,-0.76842151021723082
-0.017923333333333333,10.919682331581225,-0.76842151021723093
-0.017918333333333331,10.908734236051888,-0.76942657955282523
-0.017913333333333333,10.883188679816811,-0.76976160266468996
-0.017908333333333332,10.857643123581711,-0.77009662577655469
-0.017903333333333334,10.828448202170193,-0.77009662577655469
-0.017898333333333332,10.777357089700018,-0.77009662577655469
-0.017893333333333334,10.711668516524105,-0.76942657955282545
-0.017888333333333332,10.620434387113047,-0.77076667200028426
-0.017883333333333334,10.496355971114102,-0.77076667200028426
-0.017878333333333333,10.346731998879955,-0.77143671822401372
-0.017873333333333331,10.171562470410688,-0.771771741335879
-0.017868333333333333,9.9744967508829525,-0.77277681067147275
-0.017863333333333332,9.751885475120039,-0.77210676444774329
-0.017858333333333334,9.5256248341806842,-0.77344685689520232
-0.017853333333333332,9.2738186370062401,-0.77378188000706705
-0.017848333333333334,9.0001162487732742,-0.77411690311893178
-0.017843333333333333,8.7118163998342943,-0.77445192623079662
-0.017838333333333335,8.4089190901898139,-0.77478694934266124
-0.017833333333333333,8.0950736850157305,-0.77512197245452619
-0.017828333333333331,7.7593320887829726,-0.77545699556639147
-0.017823333333333333,7.3907462059625786,-0.77679708801384995
-0.017818333333333332,7.0002641320833696,-0.77646206490198522
-0.017813333333333334,6.5988339626748367,-0.77646206490198522
-0.017808333333333332,6.1755076022076576,-0.77679708801384995
-0.017803333333333334,5.7302850506820322,-0.77746713423757918
-0.017798333333333333,5.288711864332444,-0.77746713423757952
-0.017793333333333331,4.8434893128064198,-0.77813718046130909
-0.017788333333333333,4.409214856810113,-0.77847220357317382
-0.017783333333333332,3.9931872266956301,-0.77880722668503888
-0.017778333333333333,3.584458326934401,-0.779477272908768
-0.017773333333333332,3.1976256182316334,-0.78014731913249757
-0.017768333333333334,2.8326891005875128,-0.78014731913249757
-0.017763333333333332,2.4969475043549219,-0.7804823422443623
-0.017758333333333334,2.1831020991811205,-0.78115238846809154
-0.017753333333333333,1.9021009805950051,-0.78182243469182144
-0.017748333333333331,1.6575935137733466,-0.78215745780368628
-0.017743333333333333,1.4422809683634137,-0.7824924809155509
-0.017738333333333332,1.263462074717723,-0.7834975502511452
-0.017733333333333334,1.1065393721308228,-0.7834975502511452
-0.017728333333333332,0.98611032130826271,-0.7834975502511452
-0.017723333333333334,0.8912268267208342,-0.78316252713928058
-0.017718333333333332,0.82553825354484989,-0.78416759647487477
-0.017713333333333334,0.78904460178045421,-0.78416759647487477
-0.017708333333333333,0.77079777589823184,-0.78416759647487477
-0.017703333333333331,0.77809650625112858,-0.78483764269860457
-0.017698333333333333,0.8109407928390846,-0.7855076889223338
-0.017693333333333332,0.86568127048570265,-0.7865127582579281
-0.017688333333333334,0.94231793919096773,-0.7865127582579281
-0.017683333333333332,1.0372014337784394,-0.78718280448165756
-0.017678333333333334,1.1612798497773844,-0.78718280448165756
-0.017673333333333333,1.3036050916586479,-0.78818787381725186
-0.017668333333333335,1.4641771594219877,-0.78751782759352273
-0.017663333333333333,1.6429960530676793,-0.78885792004098143
-0.017658333333333331,1.836412407419161,-0.78885792004098199
-0.017653333333333333,2.0517249528290948,-0.79019801248844046
-0.017648333333333332,2.2852843241213314,-0.79019801248844046
-0.017643333333333334,2.5297917909428924,-0.78919294315284616
-0.017638333333333332,2.7961954488231004,-0.78986298937657573
-0.017633333333333334,3.0771965674089454,-0.79086805871216959
-0.017628333333333333,3.372795146700811,-0.79120308182403476
-0.017623333333333331,3.6902899170513441,-0.79120308182403476
-0.017618333333333333,4.0150834177544628,-0.79120308182403476
-0.017613333333333332,4.3544743791636531,-0.79187312804776466
-0.017608333333333333,4.7011640709254099,-0.79254317427149379
-0.017603333333333332,5.0588018582166479,-0.79287819738335852
-0.017598333333333334,5.4273877410372098,-0.79354824360708809
-0.017593333333333332,5.7923242586813304,-0.79354824360708809
-0.017588333333333334,6.164559506678164,-0.79455331294268194
-0.017583333333333333,6.5440934850282186,-0.79421828983081766
-0.017578333333333331,6.9236274633782751,-0.79522335916641196
-0.017573333333333333,7.2995120765515482,-0.79522335916641196
-0.017568333333333332,7.67904605490161,-0.79589340539014142
-0.017563333333333334,8.0658787636042018,-0.79589340539014142
-0.017558333333333332,8.4454127419540868,-0.79622842850200615
-0.017553333333333334,8.8176479899509221,-0.79589340539014153
-0.017548333333333332,9.1679870468894453,-0.79656345161387099
-0.017543333333333334,9.5110273734747626,-0.79689847472573561
-0.017538333333333333,9.8321715090017463,-0.79756852094946529
-0.017533333333333331,10.146016914175826,-0.79790354406133035
-0.017528333333333333,10.445264858643867,-0.79857359028505959
-0.017523333333333332,10.704369786171194,-0.79924363650878905
-0.017518333333333334,10.90143550569902,-0.79924363650878905
-0.017513333333333332,11.025513921698019,-0.79957865962065378
-0.017508333333333334,11.087553129697492,-0.79957865962065378
-0.017503333333333333,11.105799955579727,-0.80125377517997765
-0.017498333333333334,11.109449320756164,-0.80091875206811303
-0.017493333333333333,11.109449320756166,-0.80192382140370722
-0.017488333333333331,11.109449320756164,-0.80192382140370722
-0.017483333333333333,11.105799955579727,-0.80192382140370722
-0.017478333333333332,11.098501225226844,-0.80259386762743667
-0.017473333333333334,11.094851860050403,-0.80359893696303097
-0.017468333333333332,11.08755312969752,-0.80292889073930152
-0.017463333333333334,11.083903764521081,-0.80326391385116613
-0.017458333333333333,11.080254399344637,-0.80292889073930152
-0.017453333333333331,11.080254399344634,-0.80326391385116669
-0.017448333333333333,11.072955668991757,-0.80426898318676054
-0.017443333333333332,11.072955668991755,-0.80460400629862561
-0.017438333333333333,11.069306303815313,-0.80527405252235484
-0.017433333333333332,11.062007573462431,-0.80560907563421957
